"number","location","weeknr","month","CountT","CountS"
28345,"D",0,"jan",5.28887511577542,7.32981818743888
93962,"D",0,"jan",4.69865708695442,6.95788189673399
96552,"D",-1,"feb",5.35733249643127,7.2681198941848
96056,"D",0,"jan",5.43348728784871,7.23878055848437
14758,"D",-3,"feb",6.10871275656782,7.31284653696707
14823,"D",-3,"feb",5.67014481612388,7.42701086897565
91186,"D",0,"jan",5.34633711212981,7.09604700754544
14781,"D",-5,"mrt",5.26342799356294,7.03389910079659
14698,"D",-1,"feb",5.73910684096126,7.5
75099,"D",-1,"feb",5.60314257160641,7.13164666295842
94158,"D",0,"jan",5.81589692156873,7.5
14811,"D",-2,"feb",6.29020557906015,7.5
36456,"D",-1,"feb",4.31954393554187,6.87930551775058
14694,"D",-3,"feb",NA,NA
96693,"D",0,"jan",3.67609125905568,6.84654855854847
15039,"D",-5,"mrt",3.77875360095283,6.09217675739587
15092,"D",-3,"feb",4.2481880270062,6.92732378635725
14611,"D",-1,"feb",3.54139268515823,6.20070371714502
91270,"D",0,"jan",5.18033551341456,6.94839710345777
96386,"D",0,"jan",NA,NA
14685,"D",1,"jan",4.8541084391474,6.85391623092036
51982,"D",-2,"feb",3.57918124604763,6.3750612633917
14919,"D",-1,"feb",3.89794000867204,6.66643011384328
14924,"D",0,"jan",4.91664050733828,7.10948768985329
15099,"D",0,"jan",5.3767949762007,7.44021755559973
50629,"D",-3,"feb",3.34509804001426,6.9320066872696
95975,"D",0,"jan",4.7718416065365,7.15839302627912
19187,"D",0,"jan",NA,NA
74795,"D",0,"jan",NA,7.35817613798234
96179,"D",-3,"feb",NA,NA
32533,"D",0,"jan",5.85028617246709,7.29947839883798
28345,"D",0,"jan",5.58501602866777,7.39058866770549
93962,"D",0,"jan",4.27815125038364,6.83203427702752
96552,"D",-1,"feb",5.23957234445009,7.26492298464989
96056,"D",0,"jan",5.93250764848894,7.47136863679142
14758,"D",-3,"feb",6.04850505477455,7.39198323085197
14823,"D",-3,"feb",5.56364138814479,7.3760445502461
91186,"D",0,"jan",5.60323629988552,7.15011316444357
14781,"D",-5,"mrt",5.22098574415374,6.99582175338591
14698,"D",-1,"feb",5.7094913421733,7.5
75099,"D",-1,"feb",5.76037915063207,7.29140991566716
94158,"D",0,"jan",6.0341529694268,6.35369821177617
14811,"D",-2,"feb",6.38780603686948,7.5
36456,"D",-1,"feb",4.51283722470517,6.66702179579026
14694,"D",-3,"feb",NA,NA
96693,"D",0,"jan",3.77875360095283,6.64519640611418
15039,"D",-5,"mrt",3.10205999132796,5.66136800223498
15092,"D",-3,"feb",4.65836249209525,6.8230457354817
14611,"D",-1,"feb",4.62710479836481,6.86660971039243
91270,"D",0,"jan",5.52222599248175,7.03844805171022
60758,"C",-2,"feb",5.50373516485378,7.362906213563
69180,"C",-2,"feb",2.97712125471966,6.22754125702856
60147,"C",-1,"feb",6.04977741376752,7.5
23990,"C",-2,"feb",5.6475582963738,7.5
84797,"C",-2,"feb",5.54540705563013,7.5
60632,"C",-2,"feb",NA,NA
94488,"C",-2,"feb",3.94715803134222,6.91547416810924
40000,"C",-3,"feb",4.94404479591808,7.31331405894583
94409,"C",-1,"feb",4.87839790094814,7.24233228235715
84905,"C",-2,"feb",NA,NA
60512,"C",-2,"feb",5.92565074762541,7.5
61708,"C",-2,"feb",5.60333000591998,7.5
84890,"C",-2,"feb",NA,NA
84937,"C",-2,"feb",5.98915710240203,7.5
60836,"C",-2,"feb",3.27815125038364,5.93616264704076
39865,"C",-3,"feb",3.80102999566398,6.80792370361188
61832,"C",-2,"feb",NA,NA
39671,"C",-2,"feb",4.92160392686983,7.19870934944259
23795,"C",-2,"feb",4.95939248775923,7.33784086165552
24687,"C",-2,"feb",NA,NA
24084,"C",-1,"feb",NA,NA
84820,"C",-1,"feb",NA,NA
23826,"C",-2,"feb",NA,NA
61111,"C",-2,"feb",5.38930170250631,7.5
62368,"C",-2,"feb",NA,NA
61918,"C",-3,"feb",NA,NA
61968,"C",-3,"feb",NA,NA
39615,"C",-1,"feb",NA,NA
84779,"C",-2,"feb",NA,NA
62324,"C",-2,"feb",NA,NA
50875,"C",-2,"feb",5.50589961493585,7.5
24528,"C",-2,"feb",6.07347508653575,7.5
56655,"C",-3,"feb",NA,NA
52008,"C",-2,"feb",5.25739602879302,7.5
61979,"C",-2,"feb",5.8894121637636,7.5
94397,"C",-2,"feb",5.87903961724416,7.5
60758,"C",-2,"feb",5.881502119655,7.41776800244776
69180,"C",-2,"feb",3.40308998699194,6.05750720190566
60147,"C",-1,"feb",5.99496802984132,7.46590691549519
23990,"C",-2,"feb",5.81002905914776,7.5
84797,"C",-2,"feb",5.94814996350383,7.5
60632,"C",-2,"feb",NA,NA
94488,"C",-2,"feb",4.29934054945358,7.02621000384166
40000,"C",-3,"feb",4.06820172406699,6.85391623092036
94409,"C",-1,"feb",5.45279244304409,7.5
84905,"C",-2,"feb",NA,NA
60512,"C",-2,"feb",5.82915295225764,7.5
61708,"C",-2,"feb",5.4670797341445,7.5
84890,"C",-2,"feb",NA,NA
84937,"C",-2,"feb",5.83560472112031,7.5
60836,"C",-2,"feb",3.27815125038364,6.15127801399814
39865,"C",-3,"feb",3.64612803567824,6.68012587516405
61832,"C",-2,"feb",NA,NA
39671,"C",-2,"feb",5.63166209046036,7.44596070357757
23795,"C",-2,"feb",3.57918124604763,6.65624619039734
24687,"C",-2,"feb",NA,NA
24084,"C",-1,"feb",NA,NA
84820,"C",-1,"feb",NA,NA
23826,"C",-2,"feb",NA,NA
61111,"C",-2,"feb",5.61047939355935,7.5
62368,"C",-2,"feb",NA,NA
61918,"C",-3,"feb",NA,NA
61968,"C",-3,"feb",NA,NA
39615,"C",-1,"feb",NA,NA
84779,"C",-2,"feb",NA,NA
62324,"C",-2,"feb",NA,NA
50875,"C",-2,"feb",5.08206336291171,7.5
24528,"C",-2,"feb",4.96538285144842,7.32639878218762
56655,"C",-3,"feb",NA,NA
52008,"C",-2,"feb",5.83876569276677,7.5
61979,"C",-2,"feb",5.98572154861751,7.5
94397,"C",-2,"feb",6.11300096374285,7.5
49864,"B",0,"jan",NA,7.5
84227,"B",-4,"feb",4.98287358360875,7.5
84204,"B",0,"jan",5.56975812920793,7.5
84500,"B",1,"jan",5.74448417677968,7.4029813997975
84451,"B",-3,"feb",3.45424250943932,6.42272545799326
84690,"B",-4,"feb",5.78163885962065,7.5
84599,"B",0,"feb",6.0685019839126,7.5
84711,"B",-1,"feb",3.5,6.82715451240943
84581,"B",0,"feb",NA,NA
84676,"B",0,"feb",NA,NA
84534,"B",-1,"feb",5.50685779713331,7.5
84463,"B",2,"feb",3.27815125038364,6.42634244662565
84661,"B",0,"jan",4.35125834871908,7.02543355342882
49923,"B",0,"jan",NA,NA
84670,"B",-1,"feb",5.55558227868444,7.5
84541,"B",0,"feb",NA,NA
84261,"B",0,"feb",5.05266821611219,7.33531000086906
84463,"B",3,"feb",4.0910646070265,6.72193559982801
49500,"B",0,"feb",NA,NA
49953,"B",1,"jan",5.0092025223311,7.08069693971244
49808,"B",0,"jan",5.72915058569385,7.5
49710,"B",-1,"feb",NA,NA
84668,"B",0,"jan",5.5349069437719,7.38564387183576
84669,"B",-1,"feb",5.48362628712453,7.5
30391,"B",-1,"feb",NA,NA
84105,"B",-3,"feb",5.81188423690391,7.5
84720,"B",0,"feb",NA,NA
29979,"B",0,"jan",NA,NA
84696,"B",0,"jan",5.01719589794997,6.86191661866864
84387,"B",-3,"feb",5.57174233309811,7.35424529706612
49956,"B",0,"jan",5.90644977388975,7.5
49879,"B",-1,"feb",5.51467530948777,7.47676252326746
84093,"B",-2,"feb",6.08473495179097,7.5
84506,"B",-4,"feb",3.34509804001426,6.60653085382238
84153,"B",0,"feb",6.11863014030939,7.5
84115,"B",0,"feb",NA,NA
49864,"B",0,"jan",NA,7.5
84227,"B",-4,"feb",5.48900461569854,7.5
84204,"B",0,"jan",5.48452731334379,7.5
84500,"B",1,"jan",5.67054016110724,7.38377496135526
84451,"B",-3,"feb",4.06820172406699,6.91879829059035
84690,"B",-4,"feb",3.10205999132796,5.89093510710338
84599,"B",0,"feb",6.2531030037975,7.5
84711,"B",-1,"feb",4.03147891704226,6.65745676813423
84581,"B",0,"feb",5.68504880139124,7.5
84676,"B",0,"feb",NA,NA
84534,"B",-1,"feb",5.618900213199,7.5
84643,"B",-1,"feb",3.80102999566398,6.98201557645071
84661,"B",0,"jan",4.04406804435028,6.96982201597816
49923,"B",0,"jan",NA,NA
84670,"B",-1,"feb",5.03402610605614,7.24640064449156
84541,"B",0,"feb",NA,NA
84261,"B",0,"feb",5.30753502806885,7.44215692846749
84463,"B",0,"feb",4.05630250076729,6.80513631894364
49500,"B",0,"feb",NA,NA
49953,"B",1,"jan",4.75527250510331,7.00758603976301
49808,"B",0,"jan",5.94826731741046,7.5
49710,"B",-1,"feb",NA,NA
84668,"B",0,"jan",5.91240511863926,7.5
84669,"B",-1,"feb",5.67219630082313,7.42562145479083
30391,"B",-1,"feb",NA,NA
84105,"B",-3,"feb",6.04072168925894,7.5
84720,"B",0,"feb",NA,NA
29979,"B",0,"jan",6.43383535501825,7.5
84696,"B",0,"jan",4.17209785793572,7.07356777303922
84387,"B",-3,"feb",3.54139268515823,6.87857957611577
49956,"B",0,"jan",4.96686762035411,7.5
49879,"B",-1,"feb",NA,NA
84093,"B",-2,"feb",6.32205304901296,7.5
84506,"B",-4,"feb",3.70411998265593,6.7312146479626
84153,"B",0,"feb",5.81019555026966,7.43028664724552
84115,"B",0,"feb",5.5238335642175,7.5
54597,"A",-9,"apr",NA,NA
85560,"A",-7,"mrt",4.72530928172586,6.9144719496293
10279,"A",-7,"mrt",4.34509804001426,6.83465476688324
10395,"A",-8,"apr",3.84242268082221,6.73299611039215
54561,"A",-8,"apr",NA,NA
10290,"A",-8,"mrt",5.73840869949243,7.5
10227,"A",-8,"mrt",3.67609125905568,6.74004977211265
85845,"A",-4,"mrt",4.15321251377534,7.21214441421489
10434,"A",-8,"apr",3.77875360095283,6.51029995663981
85554,"A",-8,"apr",6.10417987115169,7.5
85744,"A",-8,"apr",4.15321251377534,7.16726611938227
10375,"A",-9,"apr",4.78780172993023,7.12355939000544
10377,"A",-9,"apr",4.17209785793572,6.62254352406875
10239,"A",-8,"mrt",3.27815125038364,6.85372393758895
85781,"A",-8,"apr",NA,NA
54556,"A",-8,"apr",6.19428941903075,7.5
45231,"A",-8,"apr",6.42955263196023,7.5
10256,"A",-9,"apr",4.20757017609794,7.41280639266129
85562,"A",-8,"apr",2.97712125471966,5.52118929906994
85839,"A",-4,"mrt",6.47915404063984,7.5
60670,"A",-8,"apr",4.26342799356294,6.61058971029925
10463,"A",-9,"apr",3.27815125038364,6.38986172125819
10442,"A",-7,"mrt",3.34509804001426,6.36864443839483
10322,"A",-8,"apr",2.97712125471966,6.44200805302231
10417,"A",-8,"apr",NA,NA
10298,"A",-7,"mrt",3.40308998699194,6.63225968953104
10218,"A",-7,"mrt",3.10205999132796,6.00650503240487
10281,"A",-8,"apr",4.56818586174616,6.95575820310414
10323,"A",-8,"apr",3.40308998699194,6.42427928606188
10286,"A",-7,"mrt",NA,NA
10226,"A",-8,"apr",3.45424250943932,6.11172330800734
10311,"A",-8,"apr",4.42427928606188,7.33664054157277
10223,"A",-8,"apr",6.45222270986617,7.5
85564,"A",-9,"apr",4.33250891270624,7.09417147911491
10222,"A",-8,"apr",4.90483371661994,6.84143452457814
85817,"A",-8,"apr",NA,NA
10251,"A",-8,"mrt",3.96239799789896,6.78780172993023
54597,"A",-9,"apr",NA,NA
85560,"A",-7,"mrt",4.56069784035361,6.74278980947868
10279,"A",-7,"mrt",4.13346845557959,6.9920616045126
10395,"A",-8,"apr",4.03147891704226,6.71748394421391
54561,"A",-8,"apr",NA,NA
10290,"A",-8,"mrt",3.5,6.88863396935179
10227,"A",-8,"mrt",3.84242268082221,6.8807537708039
85845,"A",-4,"mrt",4.27085201164214,7.26365257056453
10434,"A",-8,"apr",3.80102999566398,6.65289959639375
85554,"A",-8,"apr",5.52417719395687,7.5
85744,"A",-8,"apr",4.70411998265593,7.31063570027554
10375,"A",-9,"apr",4.96239799789896,7.31164202145315
10377,"A",-9,"apr",4.15321251377534,6.6646502159343
10239,"A",-8,"mrt",3.34509804001426,7.07886832866603
85781,"A",-8,"apr",NA,NA
54556,"A",-8,"apr",6.29584108081906,7.5
45231,"A",-8,"apr",5.9837780660288,7.5
10256,"A",-9,"apr",4.33884909073726,7.36278709823534
85562,"A",-8,"apr",3.67609125905568,5.57918124604763
85839,"A",-4,"mrt",5.9361340263949,7.5
60670,"A",-8,"apr",4.42427928606188,6.62221587827283
10463,"A",-9,"apr",3.82221929473392,6.73401081758718
10442,"A",-7,"mrt",3.57918124604763,6.56669855042299
10322,"A",-8,"apr",3.34509804001426,6.54493154614916
10417,"A",-8,"apr",3.5,5.69865708695442
10298,"A",-7,"mrt",3.84242268082221,7.02955867302116
10218,"A",-7,"mrt",3.27815125038364,6.78330122870355
10281,"A",-8,"apr",NA,NA
10323,"A",-8,"apr",3.10205999132796,6.44546858513182
10286,"A",-7,"mrt",NA,NA
10226,"A",-8,"apr",3.64612803567824,6.57114529045108
10311,"A",-8,"apr",4.06820172406699,7.03781909507327
10223,"A",-8,"apr",4.91664050733828,7.42788341033071
85564,"A",-9,"apr",3.73044892137827,6.34198480459011
10222,"A",-8,"apr",4.7380461031288,6.71906033244886
85817,"A",-8,"apr",NA,NA
10251,"A",-8,"mrt",4.03147891704226,6.94388854677737
14924,"D",1,"jan",3.96239799789896,6.56145247908719
91186,"D",1,"jan",6.18851052463109,7.47863694838447
96386,"D",1,"jan",4.46848294855393,6.35973856619715
15039,"D",-4,"mrt",3.86172783601759,6.23798732633343
51982,"D",-1,"feb",3.86172783601759,6.71774707326279
14685,"D",2,"jan",4.29934054945358,6.32994669594164
74795,"D",1,"jan",3.40308998699194,6.66879202031418
50629,"D",-2,"feb",4.80535136944662,7.36242955610601
14919,"D",0,"feb",4.29239168949825,6.54493154614916
91285,"D",-2,"feb",6.3628453273686,7.47863694838447
91270,"D",1,"jan",6.01578054502313,7.47863694838447
14823,"D",-2,"feb",5.49211148778695,7.36015826131828
32533,"D",1,"jan",6.1825053487554,7.47863694838447
15099,"D",1,"jan",3.61394335230684,6.3228216453031
28345,"D",1,"jan",5.50149815709706,7.4114772171061
24047,"D",0,"feb",3.61394335230684,6.27305469336426
95975,"D",1,"jan",4.42427928606188,7.07460994134019
96056,"D",1,"jan",4.17209785793572,6.71112054125805
14758,"D",-2,"feb",5.81581487817611,7.13868888669012
94158,"D",1,"jan",3.84242268082221,7.00731604007641
96179,"D",-2,"feb",NA,NA
19187,"D",1,"jan",4.86172783601759,7.02621000384166
14698,"D",0,"feb",4.89269695325967,7.21800316826702
93962,"D",1,"jan",5.17851837904011,7.22115084374968
75099,"D",0,"feb",4.76245108973043,7.11878002450621
91191,"D",1,"feb",4.22427586960079,7.07541879121436
96552,"D",0,"feb",4.69312459835446,7.427062243493
14811,"D",-1,"feb",4.76245108973043,7.47863694838447
14781,"D",-4,"mrt",4.24036268949424,6.9933186082321
14611,"D",0,"feb",2.97712125471966,5.50860017176192
96693,"D",1,"jan",3.99136169383427,7.26200296937512
15092,"D",-2,"feb",3.67609125905568,6.86604920980024
14694,"D",-2,"feb",NA,NA
36456,"D",0,"feb",3.77875360095283,6.81492005599242
14924,"D",1,"jan",4.06820172406699,6.71165440055318
91186,"D",1,"jan",5.7534896858941,7.43459943821807
96386,"D",1,"jan",4.75042000230889,6.36093662070009
15039,"D",-4,"mrt",2.97712125471966,5.97567118832443
51982,"D",-1,"feb",3.61394335230684,6.3228216453031
14685,"D",2,"jan",4.16275783168157,6.09549622182557
74795,"D",1,"jan",3.88021124171161,6.76576091671761
50629,"D",-2,"feb",4.29239168949825,7.1994908452722
14919,"D",0,"feb",4.73299611039215,6.91912930774198
91285,"D",-2,"feb",5.99079350329221,7.47386644983538
91270,"D",1,"jan",5.85952611693348,7.36451108105839
14823,"D",-2,"feb",5.29657433321043,7.27517338542479
32533,"D",1,"jan",5.84156859302021,7.22648269678483
15099,"D",1,"jan",3.5,6.20329137811866
28345,"D",1,"jan",5.87559901948218,7.47863694838447
24047,"D",0,"feb",3.82221929473392,5.64612803567824
95975,"D",1,"jan",4.04406804435028,7.04282542695918
96056,"D",1,"jan",3.97712125471966,6.81827208021163
14758,"D",-2,"feb",5.87222302697129,7.23207194099987
94158,"D",1,"jan",4.05630250076729,6.88021124171161
96179,"D",-2,"feb",NA,NA
19187,"D",1,"jan",NA,NA
14698,"D",0,"feb",4.75285303097989,7.15944078187032
93962,"D",1,"jan",5.02891670027766,7.20354929823823
75099,"D",0,"feb",4.76245108973043,7.19478063601206
91191,"D",1,"feb",4.27815125038364,7.11034071145216
96552,"D",0,"feb",4.66435285578444,7.46866970172039
14811,"D",-1,"feb",4.76245108973043,7.47863694838447
14781,"D",-4,"mrt",4.51283722470517,7.09802407233419
14611,"D",0,"feb",3.19897000433602,5.87657695705651
96693,"D",1,"jan",3.5,6.99623754516674
15092,"D",-2,"feb",4.16275783168157,6.98472680429866
14694,"D",-2,"feb",NA,NA
36456,"D",0,"feb",4.03147891704226,7.02711411163981
94488,"C",-1,"feb",5.68014305100199,7.5
61832,"C",-1,"feb",NA,NA
56655,"C",-2,"feb",NA,NA
60512,"C",-1,"feb",5.95447618914339,7.5
62368,"C",-1,"feb",NA,NA
39865,"C",-2,"feb",3.82221929473392,6.69312459835446
84890,"C",-1,"feb",NA,NA
84797,"C",-1,"feb",6.04464787089898,7.5
84905,"C",-1,"feb",NA,NA
40000,"C",-2,"feb",3.80102999566398,7.32698133691199
60758,"C",-1,"feb",6.04058240234972,7.5
24084,"C",0,"feb",NA,NA
23990,"C",-1,"feb",5.40525604874845,7.5
23826,"C",-1,"feb",NA,NA
60632,"C",-1,"feb",NA,NA
84937,"C",-1,"feb",6.30468592663405,7.5
24687,"C",-1,"feb",NA,NA
23795,"C",-1,"feb",3.54139268515823,7.12159167585922
61111,"C",-1,"feb",6.39547261229321,7.5
94409,"C",0,"feb",3.70411998265593,7.01838231554534
69180,"C",-1,"feb",3.80102999566398,6.21349054309394
84779,"C",-1,"feb",NA,NA
61708,"C",-1,"feb",6.57723875233355,7.5
24528,"C",-1,"feb",NA,7.5
61918,"C",-2,"feb",NA,NA
50875,"C",-1,"feb",5.87291000609522,7.5
60836,"C",-1,"feb",3.19897000433602,6.13245729218472
61979,"C",-1,"feb",5.43901977644867,7.5
62324,"C",-1,"feb",NA,NA
39671,"C",-1,"feb",3.91497334797082,6.90654018043396
39615,"C",0,"feb",NA,NA
61968,"C",-2,"feb",NA,NA
84820,"C",0,"feb",NA,NA
94397,"C",-1,"feb",6.28896975371241,7.5
52008,"C",-1,"feb",NA,NA
94488,"C",-1,"feb",6.36428671470444,7.5
61832,"C",-1,"feb",NA,NA
56655,"C",-2,"feb",NA,NA
60512,"C",-1,"feb",6.42769290813397,7.5
62368,"C",-1,"feb",NA,NA
39865,"C",-2,"feb",3.54139268515823,6.57298474462793
84890,"C",-1,"feb",NA,NA
84797,"C",-1,"feb",6.57003590969259,7.5
84905,"C",-1,"feb",NA,NA
40000,"C",-2,"feb",3.91497334797082,6.95423489574827
60758,"C",-1,"feb",5.67525367952167,7.5
24084,"C",0,"feb",NA,NA
23990,"C",-1,"feb",5.53323203830809,7.5
23826,"C",-1,"feb",NA,NA
60632,"C",-1,"feb",NA,NA
84937,"C",-1,"feb",6.29280463443602,7.5
24687,"C",-1,"feb",NA,NA
23795,"C",-1,"feb",3.27815125038364,6.4415114326344
61111,"C",-1,"feb",6.39517005150348,7.5
94409,"C",0,"feb",4.33250891270624,7.19844853801533
69180,"C",-1,"feb",3.5,6.03147891704226
84779,"C",-1,"feb",NA,NA
61708,"C",-1,"feb",6.44913817036855,7.5
24528,"C",-1,"feb",6.1542098279987,7.5
61918,"C",-2,"feb",NA,NA
50875,"C",-1,"feb",6.22187189388014,7.5
60836,"C",-1,"feb",3.34509804001426,6.14246452024212
61979,"C",-1,"feb",5.38761730033574,7.5
62324,"C",-1,"feb",NA,NA
39671,"C",-1,"feb",4.36923171973098,7.19028470251263
39615,"C",0,"feb",NA,NA
61968,"C",-2,"feb",NA,NA
84820,"C",0,"feb",NA,NA
94397,"C",-1,"feb",6.42423999399836,7.5
52008,"C",-1,"feb",NA,NA
84669,"B",0,"feb",5.31491318127507,7.5
84676,"B",1,"feb",4.64921911265538,7.20225816316209
84534,"B",0,"feb",5.04654266347813,7.41418443342325
84227,"B",-3,"feb",5.92546432317915,7.5
84204,"B",1,"jan",5.30140371001735,7.4329808219232
84690,"B",-3,"feb",4.92324587393681,7.16417170536193
84599,"B",1,"feb",6.06045949857435,7.5
84541,"B",1,"feb",4.99554433754645,7.24123041102547
84668,"B",1,"jan",5.39097959698969,7.30085449150356
84581,"B",1,"feb",4.76245108973043,7.11076659477327
49923,"B",1,"jan",4.42941892571429,7.25427186868346
49864,"B",1,"jan",3.57918124604763,6.48855895687862
84261,"B",1,"feb",5.71163367853604,7.5
84500,"B",2,"jan",4.15321251377534,7.06454771175595
84670,"B",0,"feb",4.96982201597816,7.23134697554595
49710,"B",0,"feb",5.4576072870601,7.20303330473369
84711,"B",0,"feb",4.36923171973098,6.92209716313171
84661,"B",1,"jan",5.98871605065072,7.5
84451,"B",-2,"feb",3.89794000867204,6.5884904701824
84463,"B",4,"feb",3.64612803567824,6.53981055414835
49500,"B",1,"feb",4.00514997831991,6.38366143515362
49953,"B",2,"jan",3.82221929473392,6.26937732607614
49808,"B",1,"jan",3.10205999132796,6.5111473607758
30391,"B",0,"feb",5.76276390539753,7.5
29979,"B",1,"jan",4.01851393987789,6.80792370361188
84105,"B",-2,"feb",5.35186960072977,7.5
84720,"B",1,"feb",4.48227123303957,6.77554168840131
84387,"B",-2,"feb",5.84660975212102,7.15059889817266
84153,"B",1,"feb",4.49563519459755,7.06110138364906
84093,"B",-1,"feb",NA,NA
84506,"B",-3,"feb",3.5,6.6300119496719
84115,"B",1,"feb",3.96239799789896,6.88578495884334
49956,"B",1,"jan",4.33250891270624,6.61627558758054
49879,"B",0,"feb",4.11278385671974,6.94886084560744
84669,"B",0,"feb",6.14028089713593,7.5
84676,"B",1,"feb",6.1947191837181,7.5
84534,"B",0,"feb",5.14640372622307,7.47349730873206
84227,"B",-3,"feb",5.12634036737504,7.5
84204,"B",1,"jan",4.03147891704226,7.08871977960006
84690,"B",-3,"feb",3.10205999132796,6.0327543789925
84599,"B",1,"feb",6.07127573038727,7.5
84541,"B",1,"feb",5.38986172125819,7.23150818359603
84668,"B",1,"jan",4.31291335664286,7.02491514753987
84581,"B",1,"feb",6.08498401910318,7.5
49923,"B",1,"jan",4.68752072083646,7.22566666031418
49864,"B",1,"jan",4.13346845557959,6.71853550521653
84261,"B",1,"feb",5.43951925261862,7.5
84500,"B",2,"jan",4.29934054945358,7.09571661994342
84670,"B",0,"feb",5.05022835305509,7.12128016755041
49710,"B",0,"feb",5.4532763366673,7.5
84711,"B",0,"feb",4.22427586960079,6.85353155907776
84661,"B",1,"jan",5.37909587950007,7.47822618167453
84451,"B",-2,"feb",4.35125834871908,7.14107731332537
84643,"B",0,"feb",5.58092193042573,7.5
49500,"B",1,"feb",4.47772360528885,6.80920417967041
49953,"B",2,"jan",3.70411998265593,6.03529412004277
49808,"B",1,"jan",3.40308998699194,6.57700432679335
30391,"B",0,"feb",5.50977784754562,7.27894672796862
29979,"B",1,"jan",3.94715803134222,6.63735411137073
84105,"B",-2,"feb",5.52537754830839,7.5
84720,"B",1,"feb",NA,NA
84387,"B",-2,"feb",5.12531245096167,6.60311925354571
84153,"B",1,"feb",5.38592633980143,7.5
84093,"B",-1,"feb",NA,NA
84506,"B",-3,"feb",3.5,6.77091163941048
84115,"B",1,"feb",4.27815125038364,7.03693702270467
49956,"B",1,"jan",4.16275783168157,6.70978301484852
49879,"B",0,"feb",4.42427928606188,6.94294986957786
85560,"A",-6,"mrt",4.90823996531185,7.06596581744667
54561,"A",-7,"apr",NA,NA
54597,"A",-8,"apr",NA,NA
10281,"A",-7,"apr",4.28532983501077,6.59691001300806
85845,"A",-3,"mrt",5.15030752313194,7.43439744078099
10434,"A",-7,"apr",3.64612803567824,6.53462845662532
10239,"A",-7,"mrt",4.51283722470517,7.3079407212155
10298,"A",-6,"mrt",4.52530586526477,7.25898754686762
85554,"A",-7,"apr",6.0179338742478,7.5
10290,"A",-7,"mrt",5.90448823047207,7.5
10279,"A",-6,"mrt",4.23239375982297,6.92797271360821
10377,"A",-8,"apr",4.0910646070265,6.51703333929878
10395,"A",-7,"apr",4.19019608002851,6.9320066872696
85781,"A",-7,"apr",NA,NA
85562,"A",-7,"apr",3.19897000433602,5.69033169817029
85564,"A",-8,"apr",4.46378782734556,7.04752857645978
45231,"A",-7,"apr",5.2979596437372,7.5
10311,"A",-7,"apr",3.97712125471966,6.98657215051836
10227,"A",-7,"mrt",5.86552790876916,7.5
10375,"A",-8,"apr",4.47772360528885,6.68808437371494
10218,"A",-6,"mrt",3.19897000433602,6.23719264270474
10322,"A",-7,"apr",3.40308998699194,6.85005409357903
60670,"A",-7,"apr",4.16275783168157,6.30482067872116
85839,"A",-3,"mrt",NA,NA
10286,"A",-6,"mrt",NA,NA
10463,"A",-8,"apr",NA,NA
85744,"A",-7,"apr",5.93698010580121,7.5
10251,"A",-7,"mrt",4.70682587603185,7.15944078187032
10323,"A",-7,"apr",4.47772360528885,7.04132957766669
54556,"A",-7,"apr",4.87657695705651,7.5
10226,"A",-7,"apr",3.54139268515823,6.22015930340596
10222,"A",-7,"apr",5.41328390176042,7.5
10417,"A",-7,"apr",3.67609125905568,6.55192391604611
10442,"A",-6,"mrt",5.91534944277545,7.5
85817,"A",-7,"apr",NA,NA
10256,"A",-8,"apr",5.7988539113176,7.5
10223,"A",-7,"apr",5.55795427232341,7.5
85560,"A",-6,"mrt",4.62710479836481,6.76505378850401
54561,"A",-7,"apr",NA,NA
54597,"A",-8,"apr",NA,NA
10281,"A",-7,"apr",NA,NA
85845,"A",-3,"mrt",5.21349054309394,7.47776931809157
10434,"A",-7,"apr",3.80102999566398,6.51661554755718
10239,"A",-7,"mrt",5.38705437805096,7.47863694838447
10298,"A",-6,"mrt",5.77338148129958,7.5
85554,"A",-7,"apr",5.75962306792015,7.5
10290,"A",-7,"mrt",5.10097289568675,7.17080228426094
10279,"A",-6,"mrt",5.61872002815703,7.42808845966497
10377,"A",-8,"apr",4.25587485567249,6.66196661636407
10395,"A",-7,"apr",3.96239799789896,6.91396997174806
85781,"A",-7,"apr",NA,NA
85562,"A",-7,"apr",3.97712125471966,5.79446622616159
85564,"A",-8,"apr",4.03147891704226,6.50774777800074
45231,"A",-7,"apr",5.40902085421116,7.5
10311,"A",-7,"apr",4.27815125038364,7.05010599934759
10227,"A",-7,"mrt",5.88335049558866,7.5
10375,"A",-8,"apr",4.85218251811136,6.97842218774008
10218,"A",-6,"mrt",3.40308998699194,6.8933996952931
10322,"A",-7,"apr",3.27815125038364,6.7447717614953
60670,"A",-7,"apr",4.46848294855393,6.64829409743475
85839,"A",-3,"mrt",NA,NA
10286,"A",-6,"mrt",NA,NA
10463,"A",-8,"apr",NA,NA
85744,"A",-7,"apr",6.07903282840976,7.5
10251,"A",-7,"mrt",4.2160033436348,7.01000851294023
10323,"A",-7,"apr",3.77875360095283,6.81910605930978
54556,"A",-7,"apr",4.42941892571429,7.5
10226,"A",-7,"apr",3.54139268515823,6.45085145888855
10222,"A",-7,"apr",4.69589965240923,6.99359744900053
10417,"A",-7,"apr",3.34509804001426,6.59096307659573
10442,"A",-6,"mrt",6.04625325486643,7.5
85817,"A",-7,"apr",NA,NA
